Time (s),x (m),y (m),yaw (rad),CTE (m),Orientation Error (rad),linear_x_cmd (m/s),linear_x (m/s),angular_z_cmd (rad/s),angular_z (rad/s),nearest s,look-ahead s
4.85458827,0.988948361,-0.224038733,-2.096212759,0.015321293,-0.278631762,0.4,0.411000013,0.125590094,0.395000011,1.746667065,1.946667065
4.904948711,0.981103909,-0.237707567,-2.079059823,0.011209283,-0.240821546,0.4,0.404000014,0.011161065,0.395000011,1.761611182,1.961611182
4.955198526,0.973333706,-0.251785457,-2.062703814,0.007609062,-0.202102863,0.4,0.39199999,-0.118047694,0.351000011,1.777073307,1.977073307
5.007193089,0.9658348,-0.265896605,-2.047489314,0.004638982,-0.163248408,0.4,0.400000006,-0.271002097,0.351000011,1.792630967,1.992630967
5.054556131,0.951682149,-0.300154493,-2.02490923,0.002846484,-0.079385066,0.4,0.39199999,-0.704741,0.086999997,1.829429656,2.029429656
5.103585005,0.951682149,-0.300154493,-2.02490923,0.002846484,-0.079385066,0.4,0.400000006,-0.719123499,-0.086999997,1.829429656,2.029429656
5.156349659,0.931017154,-0.346827474,-2.033927155,0.003173574,0.012119126,0.4,0.400000006,-1,-0.263000011,1.880192423,2.080192423
5.205112696,0.927407394,-0.354056313,-2.042001774,0.003343734,0.022038579,0.4,0.400000006,-1,-0.526000023,1.8882119,2.0882119
5.255486012,0.920143369,-0.368132265,-2.06411243,0.003901441,0.037126249,0.4,0.388000011,-1,-0.745999992,1.903907098,2.103907098
5.305850506,0.912607914,-0.380309473,-2.091428095,0.003817409,0.045864215,0.4,0.395999998,-1,-0.921999991,1.9180888,2.1180888
5.355105639,0.896458912,-0.395545963,-2.156046574,-0.000998753,0.041095395,0.4,0.39199999,-1,-0.964999974,1.939684775,2.139684775
5.405455828,0.887580844,-0.408663233,-2.196681317,-0.000126581,0.048538737,0.4,0.400000006,-1,-1.052999973,1.955528564,2.155528564
5.455317974,0.873023224,-0.427915098,-2.260093441,0.001475657,0.065430196,0.4,0.411000013,-1,-1.097000003,1.979561633,2.179561633
5.508045435,0.857466319,-0.445974624,-2.325365221,0.003542913,0.087876718,0.4,0.400000006,-1,-1.141000032,2.003092411,2.203092411
5.554634809,0.851931707,-0.451861447,-2.346324607,0.004378397,0.098466516,0.4,0.395999998,-1,-1.097000003,2.011007032,2.211007032
5.606466293,0.84057033,-0.463211086,-2.389205845,0.006306632,0.120622678,0.4,0.400000006,-1,-1.052999973,2.026603068,2.226603068
5.656791925,0.818705908,-0.487041133,-2.476822393,0.014721695,0.166719432,0.4,0.39199999,-1,-1.052999973,2.056447328,2.256447328
5.705058098,0.807081918,-0.497837656,-2.519403439,0.019161817,0.19044658,0.4,0.404000014,-1,-1.008999944,2.07055466,2.27055466
5.757153988,0.787237901,-0.511472255,-2.58082122,0.024447663,0.230731963,0.4,0.404000014,-1,-1.008999944,2.091840507,2.291840507
5.807567835,0.766802078,-0.523742903,-2.639748874,0.030566491,0.268695296,0.4,0.400000006,-1,-0.964999974,2.112225142,2.312225142
5.857172489,0.745951442,-0.53466253,-2.696955925,0.037404017,0.301264415,0.4,0.38499999,-1,-0.964999974,2.131707489,2.331707489
5.904426336,0.745951442,-0.53466253,-2.696955925,0.037404017,0.301264415,0.4,0.400000006,-1,-0.964999974,2.131707489,2.331707489
5.955940247,0.716760003,-0.547557735,-2.773428191,0.047715785,0.335273469,0.4,0.395999998,-1,-1.008999944,2.157233975,2.357233975
6.004884005,0.701850256,-0.553136227,-2.811516129,0.053181579,0.347278936,0.4,0.395999998,-1,-1.008999944,2.169659837,2.369659837
6.055103064,0.686738879,-0.558142909,-2.848318056,0.058802301,0.357344116,0.4,0.400000006,-1,-0.964999974,2.181932847,2.381932847
6.106417179,0.663868297,-0.564572098,-2.905789494,0.067411689,0.364123263,0.4,0.395999998,-1,-1.008999944,2.200027856,2.400027856
6.154699087,0.632658614,-0.571137753,-2.98248284,0.079092167,0.364102226,0.4,0.407000005,-1,-1.052999973,2.224107796,2.424107796
6.205293179,0.616917679,-0.573514286,-3.021645841,0.08488381,0.35954858,0.4,0.400000006,-1,-0.964999974,2.236102523,2.436102523
6.254992008,0.600955056,-0.5752727,-3.060943833,0.090629273,0.35296755,0.4,0.388000011,-1,-1.008999944,2.248229246,2.448229246
6.305120468,0.58515505,-0.576386182,-3.100450759,0.096179349,0.343742301,0.4,0.400000006,-1,-0.964999974,2.260237374,2.460237374
6.354752064,0.569163725,-0.576889953,3.14144072,0.101644891,0.331189004,0.4,0.400000006,-1,-1.052999973,2.272433603,2.472433603
6.404817581,0.544532552,-0.575120337,3.082233477,0.10848975,0.313729561,0.4,0.404000014,-1,-1.008999944,2.291779631,2.491779631
6.45480299,0.511272344,-0.56964964,3.001774699,0.116381337,0.284579166,0.4,0.400000006,-1,-1.052999973,2.318791378,2.518791378
6.505065441,0.495375631,-0.567235172,2.962356535,0.120897796,0.267038579,0.4,0.404000014,-1,-1.097000003,2.331625248,2.531625248
6.555148125,0.479523699,-0.56420345,2.922794915,0.125167958,0.248190296,0.4,0.39199999,-1,-0.964999974,2.344641674,2.544641674
6.605245352,0.464174061,-0.560633753,2.883074119,0.129038539,0.227576631,0.4,0.39199999,-1,-0.964999974,2.357489385,2.557489385
6.654747486,0.449017233,-0.553649464,2.847253794,0.130109188,0.211357461,0.4,0.400000006,-1,-0.964999974,2.371605092,2.571605092
6.7073071,0.434415069,-0.543187135,2.813365449,0.128207882,0.19721171,0.4,0.395999998,-1,-0.921999991,2.38691789,2.58691789
6.754977703,0.412284472,-0.531492678,2.75786007,0.12951593,0.167263039,0.4,0.395999998,-1,-1.008999944,2.408622187,2.608622187
6.805328608,0.383205811,-0.51873927,2.680177978,0.134336361,0.118457493,0.4,0.388000011,-1,-1.008999944,2.436200042,2.636200042
6.854593754,0.368949127,-0.511478235,2.641779238,0.136181103,0.093436527,0.4,0.388000011,-1,-1.008999944,2.450281839,2.650281839
6.90524745,0.356466896,-0.502204433,2.600713686,0.13556711,0.064726753,0.4,0.407000005,-1,-0.964999974,2.464140787,2.664140787
6.955049753,0.345168062,-0.490684642,2.556678375,0.132623573,0.032640123,0.4,0.407000005,-1,-0.964999974,2.478404189,2.678404189
7.005801201,0.333491229,-0.479637671,2.5148441,0.130469554,0.002153228,0.4,0.407000005,-1,-1.052999973,2.492840327,2.692840327
7.055221319,0.301708274,-0.454657895,2.414750963,0.129505183,-0.071855405,0.4,0.400000006,-1,-0.964999974,2.529864919,2.729864919
7.104399204,0.301708274,-0.454657895,2.414750963,0.129505183,-0.071855405,0.4,0.407000005,-1,-1.052999973,2.529864919,2.729864919
7.155306816,0.274547967,-0.431719215,2.337450327,0.128221303,-0.129128513,0.4,0.395999998,-1,-1.008999944,2.562811301,2.762811301
7.205995083,0.257228063,-0.419063941,2.302147831,0.12928309,-0.153523062,0.4,0.400000006,-1,-1.052999973,2.582831113,2.782831113
7.254769325,0.242634993,-0.406445981,2.266024226,0.128850942,-0.180517855,0.4,0.411000013,-1,-1.008999944,2.600940023,2.800940023
7.307175875,0.232607584,-0.394185018,2.226503233,0.125910383,-0.213117728,0.4,0.400000006,-1,-0.964999974,2.615621879,2.815621879
7.35532093,0.214038977,-0.368526829,2.151103081,0.118506509,-0.275892654,0.4,0.38499999,-0.909889448,-0.964999974,2.644873249,2.844873249
7.404838562,0.201750315,-0.346509272,2.093725599,0.110034541,-0.324441112,0.4,0.400000006,-0.689118362,-0.964999974,2.66761262,2.86761262
7.454605103,0.191003651,-0.320782993,2.037429596,0.097974442,-0.372184876,0.4,0.404000014,-0.372423256,-1.008999944,2.69185981,2.89185981
7.504630566,0.187454762,-0.313605999,2.01992597,0.095016582,-0.387306086,0.4,0.400000006,-0.272863484,-0.878000021,2.699070071,2.899070071
7.555957794,0.180634941,-0.299132916,1.985467637,0.088877654,-0.417229062,0.4,0.39199999,-0.071744218,-0.702000022,2.713427734,2.913427734
7.606951475,0.174328349,-0.284515815,1.956444949,0.082350649,-0.442042145,0.4,0.404000014,0.122412261,-0.569999993,2.727587201,2.927587201
7.654564381,0.16251421,-0.255953883,1.919216758,0.069418498,-0.471793242,0.4,0.388000011,0.439751825,-0.218999997,2.75509238,2.95509238
7.704637289,0.153897194,-0.238649179,1.911521937,0.062681266,-0.475107788,0.4,0.395999998,0.583761326,-0.130999997,2.772922357,2.972922357
7.755213976,0.145717121,-0.216639649,1.916456087,0.052307235,-0.465500302,0.4,0.407000005,0.762164114,0.086999997,2.793717842,2.993717842
7.806508541,0.14300658,-0.209112829,1.921824297,0.048721618,-0.458645717,0.4,0.395999998,0.784365324,0.395000011,2.80079417,3.00079417
7.854644775,0.137529215,-0.194335399,1.936658703,0.041819828,-0.441010015,0.4,0.381000012,0.819557781,0.569999993,2.814835502,3.014835502
7.906559467,0.131866381,-0.179778271,1.958163615,0.035243775,-0.416893126,0.4,0.39199999,0.881180458,0.702000022,2.828902791,3.028902791
